_unit_id,sidewalk_ok,sidewalk_ok_confidence,address,lat,long,sidewalk_ok_gold,sidewalk_ok_gold_reason,street,city,state_zip,country,state,zip
752063804,yes,1,"1018 Harvest Moon Drive, Seffner, FL 33584, USA",27.97499982,-82.26717493,"","",1018 Harvest Moon Drive,Seffner,FL 33584,USA,FL,33584
752063805,"","","2621 North Valrico Road, Seffner, FL 33584, USA",27.98531499,-82.2515645,"","",2621 North Valrico Road,Seffner,FL 33584,USA,FL,33584
752063806,yes,1,"753 Stillview Circle, Brandon, FL 33510, USA",27.96500484,-82.29783817,"","",753 Stillview Circle,Brandon,FL 33510,USA,FL,33510
752063807,no,1,"14101-14151 Lamon Avenue, Crestwood, IL 60445, USA",41.63593185,-87.74007677,"","",14101-14151 Lamon Avenue,Crestwood,IL 60445,USA,IL,60445
752063808,yes,1,"15531 Royal Glen Court, Orland Park, IL 60467, USA",41.60694126,-87.88457975,"","",15531 Royal Glen Court,Orland Park,IL 60467,USA,IL,60467
752063809,"","","14601 Oak Park Avenue, Oak Forest, IL 60452, USA",41.62729496,-87.78423925,"","",14601 Oak Park Avenue,Oak Forest,IL 60452,USA,IL,60452
752063810,"","","1245 Holly Avenue North, Oakdale, MN 55128, USA",44.96761837,-92.9475249,"","",1245 Holly Avenue North,Oakdale,MN 55128,USA,MN,55128
752063811,"","","13515 30th Street North, Stillwater, MN 55082, USA",44.99105549,-92.83237658,"","",13515 30th Street North,Stillwater,MN 55082,USA,MN,55082
752063812,yes,1,"1446 Conway Street, Saint Paul, MN 55106, USA",44.95562863,-93.0392392,"","",1446 Conway Street,Saint Paul,MN 55106,USA,MN,55106
752063813,yes,1,"30 Dogwood Lane, Levittown, NY 11756, USA",40.73206659,-73.53724218,"","",30 Dogwood Lane,Levittown,NY 11756,USA,NY,11756
752063814,yes,1,"16 Tinder Lane, Levittown, NY 11756, USA",40.73909216,-73.51883788,"","",16 Tinder Lane,Levittown,NY 11756,USA,NY,11756
752063815,no,1,"2668 Blue Rock Drive, Dayton, OH 45434, USA",39.7170356,-84.03402199,"","",2668 Blue Rock Drive,Dayton,OH 45434,USA,OH,45434
752063816,"","","2660 Dayton Xenia Road, Dayton, OH 45434, USA",39.72180918,-84.03320267,"","",2660 Dayton Xenia Road,Dayton,OH 45434,USA,OH,45434
752063817,"","","806 North Fairfield Road, Dayton, OH 45434, USA",39.71320318,-84.06141969,"","",806 North Fairfield Road,Dayton,OH 45434,USA,OH,45434
752063818,"","","10309 Bald Hill Road, Bowie, MD 20721, USA",38.93348798,-76.82643124,"","",10309 Bald Hill Road,Bowie,MD 20721,USA,MD,20721
752063819,"","","7056-7100 Martin Luther King Junior Highway, Hyattsville, MD 20785, USA",38.91518272,-76.88484345,"","",7056-7100 Martin Luther King Junior Highway,Hyattsville,MD 20785,USA,MD,20785
752063820,"","","Ruby Lockhart Boulevard, Glenarden, MD 20706, USA",38.92554962,-76.85026813,"","",Ruby Lockhart Boulevard,Glenarden,MD 20706,USA,MD,20706
752063821,"","","9100-9236 West Jefferson Avenue, Detroit, MI 48209, USA",42.28421675,-83.12482336,"","",9100-9236 West Jefferson Avenue,Detroit,MI 48209,USA,MI,48209
752063822,"","","90-98 Southwest Taylors Ferry Road, Portland, OR 97219, USA",45.46425021,-122.6791327,"","",90-98 Southwest Taylors Ferry Road,Portland,OR 97219,USA,OR,97219
752063823,"","","6607 West Boston Street, Chandler, AZ 85226, USA",33.30217224,-111.9574394,"","",6607 West Boston Street,Chandler,AZ 85226,USA,AZ,85226
752063824,"","","401-499 North 54th Street, Chandler, AZ 85226, USA",33.31018055,-111.9673677,"","",401-499 North 54th Street,Chandler,AZ 85226,USA,AZ,85226
752063825,yes,1,"686 North May Street, Chandler, AZ 85226, USA",33.31387466,-111.9427454,"","",686 North May Street,Chandler,AZ 85226,USA,AZ,85226
752063826,"","","Palmetto, Kenner, LA 70065, USA",30.03865635,-90.24778949,"","",Palmetto,Kenner,LA 70065,USA,LA,70065
752063827,yes,1,"3853 Tulane Drive, Kenner, LA 70065, USA",30.03407447,-90.27475198,"","",3853 Tulane Drive,Kenner,LA 70065,USA,LA,70065
752063828,"","","West Sundust Road & Interstate 10 & Wild Horse Pass Boulevard, Chandler, AZ 85226, USA",33.27853614,-111.9666707,"","",West Sundust Road & Interstate 10 & Wild Horse Pass Boulevard,Chandler,AZ 85226,USA,AZ,85226
752063829,yes,1,"2028 South 78th Street, West Allis, WI 53219, USA",43.00743431,-88.00979589,"","",2028 South 78th Street,West Allis,WI 53219,USA,WI,53219
752063830,"","","11801 West Hayes Avenue, West Allis, WI 53227, USA",43.00069784,-88.06059431,"","",11801 West Hayes Avenue,West Allis,WI 53227,USA,WI,53227
752063831,yes,1,"2354 South 100th Street, West Allis, WI 53227, USA",43.00136586,-88.03669377,"","",2354 South 100th Street,West Allis,WI 53227,USA,WI,53227
752063832,"","","7205 Potts Road, Riverview, FL 33569, USA",27.87665195,-82.30747349,"","",7205 Potts Road,Riverview,FL 33569,USA,FL,33569
752063833,yes,1,"721 Isleton Drive, Brandon, FL 33511, USA",27.88322353,-82.27064346,"","",721 Isleton Drive,Brandon,FL 33511,USA,FL,33511
752063834,"","","11401 Winn Road, Riverview, FL 33569, USA",27.87751216,-82.31040847,"","",11401 Winn Road,Riverview,FL 33569,USA,FL,33569
752063835,no,1,"3400 South 43rd Street, Milwaukee, WI 53215, USA",42.98358355,-87.96522959,"","",3400 South 43rd Street,Milwaukee,WI 53215,USA,WI,53215
752063836,"","","4104 South 76th Street, Greenfield, WI 53220, USA",42.96971738,-88.00377813,"","",4104 South 76th Street,Greenfield,WI 53220,USA,WI,53220
752063837,yes,1,"5636-5698 West Morgan Avenue, Milwaukee, WI 53220, USA",42.98122392,-87.98531791,"","",5636-5698 West Morgan Avenue,Milwaukee,WI 53220,USA,WI,53220
752063838,yes,1,"704 Mulberry Lane, Bellaire, TX 77401, USA",29.71209582,-95.4491152,"","",704 Mulberry Lane,Bellaire,TX 77401,USA,TX,77401
752063839,"","","5704 Edgemoor Drive, Houston, TX 77081, USA",29.70397596,-95.48128718,"","",5704 Edgemoor Drive,Houston,TX 77081,USA,TX,77081
752063840,yes,1,"4212 Villanova Street, Houston, TX 77005, USA",29.71112719,-95.44573269,"","",4212 Villanova Street,Houston,TX 77005,USA,TX,77005
752063841,yes,1,"610 East 75th Street, Kansas City, MO 64131, USA",38.99209469,-94.5819452,"","",610 East 75th Street,Kansas City,MO 64131,USA,MO,64131
752063842,yes,1,"1011 East 75th Terrace, Kansas City, MO 64131, USA",38.99042895,-94.57685446,"","",1011 East 75th Terrace,Kansas City,MO 64131,USA,MO,64131
752063843,yes,1,"11-11 Grassmere Terrace, Far Rockaway, NY 11691, USA",40.60445127,-73.75718557,"","",11-11 Grassmere Terrace,Far Rockaway,NY 11691,USA,NY,11691
752063844,yes,1,"3314 Windsor Boulevard, Gwynn Oak, MD 21207, USA",39.33455928,-76.72510251,"","",3314 Windsor Boulevard,Gwynn Oak,MD 21207,USA,MD,21207
752063845,no,1,"2227-2239 Ridge Road, Windsor Mill, MD 21244, USA",39.32596155,-76.77770283,"","",2227-2239 Ridge Road,Windsor Mill,MD 21244,USA,MD,21244
752063846,yes,1,"3409 Arellen Court, Gwynn Oak, MD 21207, USA",39.33419397,-76.71621598,"","",3409 Arellen Court,Gwynn Oak,MD 21207,USA,MD,21207
752063847,"","","5227 Orchard Heights Road Northwest, Salem, OR 97304, USA",44.96828849,-123.1394596,"","",5227 Orchard Heights Road Northwest,Salem,OR 97304,USA,OR,97304
752063848,"","","3400-3882 Gibson Road Northwest, Salem, OR 97304, USA",44.98183986,-123.1045654,"","",3400-3882 Gibson Road Northwest,Salem,OR 97304,USA,OR,97304
752063849,"","","7101 South Cicero Avenue, Chicago, IL 60629, USA",41.76309279,-87.73772226,"","",7101 South Cicero Avenue,Chicago,IL 60629,USA,IL,60629
752063850,yes,1,"6543 South Parnell Avenue, Chicago, IL 60621, USA",41.77475215,-87.63850639,"","",6543 South Parnell Avenue,Chicago,IL 60621,USA,IL,60621
752063851,"","","7207 Mason Avenue, Bedford Park, IL 60638, USA",41.7615247,-87.7690097,"","",7207 Mason Avenue,Bedford Park,IL 60638,USA,IL,60638
752063852,yes,1,"3400 Northwest 5th Court, Fort Lauderdale, FL 33311, USA",26.12715257,-80.19157492,"","",3400 Northwest 5th Court,Fort Lauderdale,FL 33311,USA,FL,33311
752063853,"","","Northwest 6th Court, Plantation, FL 33317, USA",26.13022583,-80.20548333,"","",Northwest 6th Court,Plantation,FL 33317,USA,FL,33317
752063854,yes,1,"4861 Northwest 1st Street, Plantation, FL 33317, USA",26.12172152,-80.21566536,"","",4861 Northwest 1st Street,Plantation,FL 33317,USA,FL,33317
752063855,"","","950 Southwest Wake Robin Avenue, Corvallis, OR 97333, USA",44.53726556,-123.2769296,"","",950 Southwest Wake Robin Avenue,Corvallis,OR 97333,USA,OR,97333
752063856,"","","Ernston Road & U.S. 9, New Jersey, USA",40.45375128,-74.29514152,"","",Ernston Road & U.S. 9,New Jersey,USA,"",USA,""
752063857,yes,1,"11-15 Peach Orchard Drive, East Brunswick, NJ 08816, USA",40.43155542,-74.42464076,"","",11-15 Peach Orchard Drive,East Brunswick,NJ 08816,USA,NJ,08816
752063858,"","","1130 West Grove Avenue, Mesa, AZ 85210, USA",33.39083267,-111.8556958,"","",1130 West Grove Avenue,Mesa,AZ 85210,USA,AZ,85210
752063859,yes,1,"4728 South River Drive, Tempe, AZ 85282, USA",33.38184779,-111.8969676,"","",4728 South River Drive,Tempe,AZ 85282,USA,AZ,85282
752063860,"","","1661 South Alma School Road, Mesa, AZ 85210, USA",33.38442687,-111.8557894,"","",1661 South Alma School Road,Mesa,AZ 85210,USA,AZ,85210
752063861,"","","6745-6781 West Patrick Lane, Glendale, AZ 85310, USA",33.69259225,-112.2042614,"","",6745-6781 West Patrick Lane,Glendale,AZ 85310,USA,AZ,85310
752063862,no,1,"8415 West Via Montoya Drive, Peoria, AZ 85383, USA",33.6854888,-112.2406912,"","",8415 West Via Montoya Drive,Peoria,AZ 85383,USA,AZ,85383
752063863,"","","23400-23696 North Tatum Boulevard, Phoenix, AZ 85054, USA",33.69951923,-111.968723,"","",23400-23696 North Tatum Boulevard,Phoenix,AZ 85054,USA,AZ,85054
752063864,yes,1,"4693 Matterhorn Way, Antioch, CA 94531, USA",37.9735813,-121.803193,"","",4693 Matterhorn Way,Antioch,CA 94531,USA,CA,94531
752063865,no,1,"1820 Bishop Street, Reno, NV 89512, USA",39.54623622,-119.7957119,"","",1820 Bishop Street,Reno,NV 89512,USA,NV,89512
752063866,no,1,"2580 Cityview Terrace, Reno, NV 89512, USA",39.55908194,-119.7804766,"","",2580 Cityview Terrace,Reno,NV 89512,USA,NV,89512
752063867,"","","7565-7921 Gateway Boulevard West, El Paso, TX 79925, USA",31.77610334,-106.3864487,"","",7565-7921 Gateway Boulevard West,El Paso,TX 79925,USA,TX,79925
752063868,"","","5602 El Paso Drive, El Paso, TX 79905, USA",31.77120116,-106.4228563,"","",5602 El Paso Drive,El Paso,TX 79905,USA,TX,79905
752063869,yes,1,"8835 Crawford Avenue, Skokie, IL 60076, USA",42.04194364,-87.72751449,"","",8835 Crawford Avenue,Skokie,IL 60076,USA,IL,60076
752063870,"","","3940 West Bryn Mawr Avenue, Chicago, IL 60659, USA",41.98432713,-87.72639757,"","",3940 West Bryn Mawr Avenue,Chicago,IL 60659,USA,IL,60659
752063871,yes,1,"1940 West Hood Avenue, Chicago, IL 60660, USA",41.99326935,-87.67878147,"","",1940 West Hood Avenue,Chicago,IL 60660,USA,IL,60660
752063872,no,1,"1255 South Grand Avenue, Pasadena, CA 91105, USA",34.12427853,-118.1637358,"","",1255 South Grand Avenue,Pasadena,CA 91105,USA,CA,91105
752063873,no,1,"800 Laguna Road, Pasadena, CA 91105, USA",34.12924235,-118.172042,"","",800 Laguna Road,Pasadena,CA 91105,USA,CA,91105
752063874,yes,1,"3045 Canyon Vista Drive, Colton, CA 92324, USA",34.03838988,-117.2737681,"","",3045 Canyon Vista Drive,Colton,CA 92324,USA,CA,92324
752063875,"","","1300 Orange Avenue, Redlands, CA 92373, USA",34.05245128,-117.2024293,"","",1300 Orange Avenue,Redlands,CA 92373,USA,CA,92373
752063876,no,1,"147 Northwest 3rd Court, Plantation, FL 33324, USA",26.12639275,-80.28086226,"","",147 Northwest 3rd Court,Plantation,FL 33324,USA,FL,33324
752063877,yes,1,"13760 Green Cove Place, Davie, FL 33325, USA",26.10962742,-80.33237556,"","",13760 Green Cove Place,Davie,FL 33325,USA,FL,33325
752063878,"","","4220 Gilman Road, El Monte, CA 91732, USA",34.07593119,-118.002146,"","",4220 Gilman Road,El Monte,CA 91732,USA,CA,91732
752063879,yes,1,"11808 Ferris Road, El Monte, CA 91732, USA",34.07170981,-118.0183774,"","",11808 Ferris Road,El Monte,CA 91732,USA,CA,91732
752063880,"","","14942-14990 Dorchester Avenue, Dolton, IL 60419, USA",41.6235376,-87.58325254,"","",14942-14990 Dorchester Avenue,Dolton,IL 60419,USA,IL,60419
752063881,"","","14923 La Salle Street, Dolton, IL 60419, USA",41.6182717,-87.62040218,"","",14923 La Salle Street,Dolton,IL 60419,USA,IL,60419
752063882,no,1,"9411 Kleinman Road, Highland, IN 46322, USA",41.54219327,-87.43711074,"","",9411 Kleinman Road,Highland,IN 46322,USA,IN,46322
752063883,no,1,"8565 La Vine Street, Rancho Cucamonga, CA 91701, USA",34.12648942,-117.6190064,"","",8565 La Vine Street,Rancho Cucamonga,CA 91701,USA,CA,91701
752063884,yes,1,"1600-1798 Doral Drive, Upland, CA 91784, USA",34.12202857,-117.6244827,"","",1600-1798 Doral Drive,Upland,CA 91784,USA,CA,91784
752063885,yes,1,"36 Shady Lane, Memphis, TN 38106, USA",35.11663918,-90.01522793,"","",36 Shady Lane,Memphis,TN 38106,USA,TN,38106
752063886,yes,1,"1588 Southern Avenue, Memphis, TN 38114, USA",35.11678877,-90.00930359,"","",1588 Southern Avenue,Memphis,TN 38114,USA,TN,38114
752063887,"","","779-833 East 13 Mile Road, Madison Heights, MI 48071, USA",42.52029492,-83.09683532,"","",779-833 East 13 Mile Road,Madison Heights,MI 48071,USA,MI,48071
752063888,yes,1,"32765 McConnell Court, Warren, MI 48092, USA",42.53454398,-83.05467259,"","",32765 McConnell Court,Warren,MI 48092,USA,MI,48092
752063889,"","","3870 Pierce Street, Riverside, CA 92503, USA",33.89575961,-117.4935337,"","",3870 Pierce Street,Riverside,CA 92503,USA,CA,92503
752063890,yes,1,"11008 Arrowwood Drive, Riverside, CA 92505, USA",33.91057218,-117.4805545,"","",11008 Arrowwood Drive,Riverside,CA 92505,USA,CA,92505
752063891,yes,1,"97 Arcadia Avenue, Reading, MA 01867, USA",42.52166537,-71.12817171,"","",97 Arcadia Avenue,Reading,MA 01867,USA,MA,01867
752063892,"","","77-91 Wheeler Road, Burlington, MA 01803, USA",42.47891237,-71.2065446,"","",77-91 Wheeler Road,Burlington,MA 01803,USA,MA,01803
752063893,"","","17423-17481 Rinaldi Street, Granada Hills, CA 91344, USA",34.27937058,-118.5144854,"","",17423-17481 Rinaldi Street,Granada Hills,CA 91344,USA,CA,91344
752063894,yes,1,"17411 Lahey Street, Granada Hills, CA 91344, USA",34.27362784,-118.5135225,"","",17411 Lahey Street,Granada Hills,CA 91344,USA,CA,91344
752063895,"Not sure, mixed",1,"80 Independence Lane, Ashland, MA 01721, USA",42.27968992,-71.50189219,"","",80 Independence Lane,Ashland,MA 01721,USA,MA,01721
752063896,no,1,"109 Edmunds Road, Wellesley Hills, MA 02481, USA",42.31590959,-71.28769733,"","",109 Edmunds Road,Wellesley Hills,MA 02481,USA,MA,02481
752063897,"","","7388 Lillian Lane, Highland, CA 92346, USA",34.11971913,-117.2139613,"","",7388 Lillian Lane,Highland,CA 92346,USA,CA,92346
752063898,"","","26245 Base Line, Highland, CA 92346, USA",34.11911699,-117.2317689,"","",26245 Base Line,Highland,CA 92346,USA,CA,92346
752063899,yes,1,"2015 Northwest 7th Place, Gresham, OR 97030, USA",45.50244876,-122.4531037,"","",2015 Northwest 7th Place,Gresham,OR 97030,USA,OR,97030
752063900,yes,1,"1-111 Northwest Willowbrook Court, Gresham, OR 97030, USA",45.49745173,-122.4516709,"","",1-111 Northwest Willowbrook Court,Gresham,OR 97030,USA,OR,97030
752063901,"","","6658-6698 Victoria Avenue, Riverside, CA 92506, USA",33.93427874,-117.3815619,"","",6658-6698 Victoria Avenue,Riverside,CA 92506,USA,CA,92506
752063902,yes,1,"2870 Washington Street, Riverside, CA 92504, USA",33.9325916,-117.3917554,"","",2870 Washington Street,Riverside,CA 92504,USA,CA,92504
752063903,yes,1,"809 Jerome Street, Lansing, MI 48912, USA",42.7350225,-84.54045543,"","",809 Jerome Street,Lansing,MI 48912,USA,MI,48912
752063904,yes,1,"306 East Hillsdale Street, Lansing, MI 48933, USA",42.72699127,-84.54873492,"","",306 East Hillsdale Street,Lansing,MI 48933,USA,MI,48933
752063905,yes,1,"21850 Constitution Street, Southfield, MI 48076, USA",42.49418322,-83.26012211,"","",21850 Constitution Street,Southfield,MI 48076,USA,MI,48076
752063906,yes,1,"3452 Greenfield Road, Berkley, MI 48072, USA",42.5034455,-83.20292076,"","",3452 Greenfield Road,Berkley,MI 48072,USA,MI,48072
752063907,no,1,"4893 South Robb Street, Littleton, CO 80127, USA",39.6278049,-105.1264192,"","",4893 South Robb Street,Littleton,CO 80127,USA,CO,80127
752063908,yes,1,"4940-4978 South Ward Way, Morrison, CO 80465, USA",39.62649229,-105.1390373,"","",4940-4978 South Ward Way,Morrison,CO 80465,USA,CO,80465
752063909,yes,1,"851 Somerset Circle, Mesa, AZ 85206, USA",33.40007023,-111.7103874,"","",851 Somerset Circle,Mesa,AZ 85206,USA,AZ,85206
752063910,"","","1538 Leisure World, Mesa, AZ 85206, USA",33.40213395,-111.7050249,"","",1538 Leisure World,Mesa,AZ 85206,USA,AZ,85206
752063911,"","","331 North Montebello Boulevard, Montebello, CA 90640, USA",34.01479129,-118.1073279,"","",331 North Montebello Boulevard,Montebello,CA 90640,USA,CA,90640
752063912,yes,1,"229 Maiden Lane, Montebello, CA 90640, USA",34.01270717,-118.0969554,"","",229 Maiden Lane,Montebello,CA 90640,USA,CA,90640
752063913,yes,1,"1801-2099 West 1050 North, Chesterton, IN 46304, USA",41.58649946,-87.11525591,"","",1801-2099 West 1050 North,Chesterton,IN 46304,USA,IN,46304
752063914,"","","237 Co Road 1225 North, Burns Harbor, IN 46304, USA",41.61029797,-87.11251033,"","",237 Co Road 1225 North,Burns Harbor,IN 46304,USA,IN,46304
752063915,yes,1,"2818 Madison Avenue, Boise, ID 83702, USA",43.62566147,-116.2260753,"","",2818 Madison Avenue,Boise,ID 83702,USA,ID,83702
752063916,yes,1,"805 Albany Avenue, Alexandria, VA 22302, USA",38.8177267,-77.07658462,"","",805 Albany Avenue,Alexandria,VA 22302,USA,VA,22302
752063917,"","","4000-4102 Wheeler Avenue, Alexandria, VA 22304, USA",38.80836344,-77.1021362,"","",4000-4102 Wheeler Avenue,Alexandria,VA 22304,USA,VA,22304
752063918,"","","401-419 South Jefferson Street, Tampa, FL 33602, USA",27.94451799,-82.45193029,"","",401-419 South Jefferson Street,Tampa,FL 33602,USA,FL,33602
752063919,"","","1604 North 36th Street, Tampa, FL 33605, USA",27.95910918,-82.42024454,"","",1604 North 36th Street,Tampa,FL 33605,USA,FL,33605
752063920,yes,1,"13450-13646 Foster Avenue, Baldwin Park, CA 91706, USA",34.07618143,-117.9776799,"","",13450-13646 Foster Avenue,Baldwin Park,CA 91706,USA,CA,91706
752063921,yes,1,"4108 Cutler Avenue, Baldwin Park, CA 91706, USA",34.08719818,-117.9699199,"","",4108 Cutler Avenue,Baldwin Park,CA 91706,USA,CA,91706
752063922,yes,1,"10282 Woodbury Road, Garden Grove, CA 92843, USA",33.76243926,-117.9497888,"","",10282 Woodbury Road,Garden Grove,CA 92843,USA,CA,92843
752063923,yes,1,"13812 Heidi Circle, Garden Grove, CA 92843, USA",33.76212557,-117.9437019,"","",13812 Heidi Circle,Garden Grove,CA 92843,USA,CA,92843
752063924,yes,1,"531 Glenwood Road, Merion Station, PA 19066, USA",39.99960117,-75.25925167,"","",531 Glenwood Road,Merion Station,PA 19066,USA,PA,19066
752063925,yes,1,"415 East City Avenue, Merion Station, PA 19066, USA",39.99306029,-75.24448335,"","",415 East City Avenue,Merion Station,PA 19066,USA,PA,19066
752063926,yes,1,"4749 Lemona Avenue, Sherman Oaks, CA 91403, USA",34.15701392,-118.4599293,"","",4749 Lemona Avenue,Sherman Oaks,CA 91403,USA,CA,91403
752063927,"","","4805-4807 Sepulveda Boulevard, Sherman Oaks, CA 91403, USA",34.15841945,-118.4661737,"","",4805-4807 Sepulveda Boulevard,Sherman Oaks,CA 91403,USA,CA,91403
752063928,"","","735-751 Good Homes Road, Orlando, FL 32818, USA",28.5534517,-81.50482332,"","",735-751 Good Homes Road,Orlando,FL 32818,USA,FL,32818
752063929,"","","3506 West Robinson Street, Orlando, FL 32805, USA",28.54151126,-81.52737154,"","",3506 West Robinson Street,Orlando,FL 32805,USA,FL,32805
752063930,"","","Phoenix South Mountain Park, Phoenix, AZ 85042, USA",33.33741951,-112.0801213,"","",Phoenix South Mountain Park,Phoenix,AZ 85042,USA,AZ,85042
752063931,"","","2171 Old Manor Road, Saint Louis, MO 63136, USA",38.7636432,-90.26030146,"","",2171 Old Manor Road,Saint Louis,MO 63136,USA,MO,63136
752063932,"","","Madison County Transit Confluence Trail, Hartford, IL 62048, USA",38.79884544,-90.10828123,"","",Madison County Transit Confluence Trail,Hartford,IL 62048,USA,IL,62048
752063933,"","","4895-5999 South La Cienega Boulevard, Los Angeles, CA 90056, USA",33.99857892,-118.3700054,"","",4895-5999 South La Cienega Boulevard,Los Angeles,CA 90056,USA,CA,90056
752063934,yes,1,"Fire and Service Road, Los Angeles, CA 90230, USA",33.99403753,-118.4128657,"","",Fire and Service Road,Los Angeles,CA 90230,USA,CA,90230
